Time (ms),Type,Order ID,Size,Price,Direction,,Ask Price 1,Ask Size 1,Bid Price 1,Bid Size 1,,Price (plot),Ask Price 1 (plot),Ask Size 1 (plot),Bid Price 1 (plot),Bid Size 1 (plot)
44149.08427,3,144482733,17,2234600,1,,2235600,100,2234600.00,20,,,,,,
44149.08482,3,144483411,20,2234600,1,,2235600,100,2234500.00,20,,,,,,
44149.08613,3,144459514,20,2234500,1,,2235600,100,2234300.00,17,,,,,,
44149.08639,3,144447204,17,2234300,1,,2235600,100,2234200.00,100,,,,,,
44149.12927,3,144500772,100,2234200,1,,2235600,100,2234000.00,21,,,,,,
44150.08955,1,144537948,5,2235600,-1,,2235600,105,2234000.00,21,,,,,,
44151.32227,1,144546076,100,2234000,1,,2235600,105,2234000.00,121,,,,,,
44155.75771,1,144568087,100,2235500,-1,,2235500,100,2234000.00,121,,,,,,
44155.75789,3,144546076,100,2234000,1,,2235500,100,2234000.00,21,,,,,,
44155.76221,3,144568087,100,2235500,-1,,2235600,105,2234000.00,21,,,,,,
44156.30644,1,144569710,200,2235300,-1,,2235300,200,2234000.00,21,,,,,,
44158.05849,3,144534169,20,2234000,1,,2235300,200,2234000.00,1,,,,,,
44158.1046,4,143980546,1,2234000,1,,2235300,200,2233400.00,17,,,,,,
44158.10551,1,144593951,17,2235300,-1,,2235300,217,2233400.00,17,,,,,,
44158.12992,1,144595637,20,2235300,-1,,2235300,237,2233400.00,17,,,,,,
44158.40296,1,144602513,100,2235300,-1,,2235300,337,2233400.00,17,,,,,,
44158.70435,1,144605139,5,2235300,-1,,2235300,342,2233400.00,17,,,,,,
44159.95637,3,144569710,200,2235300,-1,,2235300,142,2233400.00,17,,,,,,
44160.45645,1,144620206,200,2235100,-1,,2235100,200,2233400.00,17,,,,,,
44160.45682,1,144620208,5,2235100,-1,,2235100,205,2233400.00,17,,,,,,
44160.76845,3,144620206,200,2235100,-1,,2235100,5,2233400.00,17,,,,,,
44160.76886,1,144622281,20,2233400,1,,2235100,5,2233400.00,37,,,,,,
44161.50632,1,144627819,100,2234900,-1,,2234900,100,2233400.00,37,,,,,,
44161.50669,1,144627822,5,2234900,-1,,2234900,105,2233400.00,37,,,,,,
44164.55505,1,144645700,100,2233400,1,,2234900,105,2233400.00,137,,,,,,
44164.65614,3,144627819,100,2234900,-1,,2234900,5,2233400.00,137,,,,,,
44165.25654,1,144653217,100,2233500,1,,2234900,5,2233500.00,100,,,,,,
44177.25624,1,144713254,100,2234800,-1,,2234800,100,2233500.00,100,,,,,,
44177.44871,3,144713254,100,2234800,-1,,2234900,5,2233500.00,100,,,,,,
44177.79578,3,144627822,5,2234900,-1,,2235000,5,2233500.00,100,,,,,,
44180.95604,1,144731809,100,2233600,1,,2235000,5,2233600.00,100,,,,,,
44181.00604,3,144731809,100,2233600,1,,2235000,5,2233500.00,100,,,,,,
44182.15625,1,144736739,100,2233600,1,,2235000,5,2233600.00,100,,,,,,
44183.65605,3,144736739,100,2233600,1,,2235000,5,2233500.00,100,,,,,,
44191.35989,1,144784176,100,2233500,1,,2235000,5,2233500.00,200,,,,,,
44191.40632,1,144785897,100,2234600,-1,,2234600,100,2233500.00,200,,,,,,
44191.656,3,144785897,100,2234600,-1,,2234800,5,2233500.00,200,,,,,,
44192.12448,1,144791441,100,2234600,-1,,2234600,100,2233500.00,200,,,,,,
44193.32158,1,144806966,200,2234500,-1,,2234500,200,2233500.00,200,,,,,,
44193.52561,4,144653217,100,2233500,1,,2234500,200,2233500.00,100,,,,,,
44193.52783,4,144784176,30,2233500,1,,2234500,200,2233500.00,70,,,,,,
44193.52797,4,144784176,70,2233500,1,,2234500,200,2232900.00,17,,,,,,
44193.5301,3,144713281,17,2232900,1,,2234500,200,2232500.00,120,,,,,,
44193.53044,1,144820121,100,2232500,1,,2234500,200,2232500.00,220,,,,,,
44193.53938,3,144820121,100,2232500,1,,2234500,200,2232500.00,120,,,,,,
44193.54108,3,144806966,200,2234500,-1,,2234600,125,2232500.00,120,,,,,,
44193.55022,1,144833133,20,2234500,-1,,2234500,20,2232500.00,120,,,,,,
44193.55041,3,144810892,20,2232500,1,,2234500,20,2232500.00,100,,,,,,
44193.57332,3,144622758,100,2232500,1,,2234500,20,2232400.00,17,,,,,,
44193.64652,1,144859358,20,2232400,1,,2234500,20,2232400.00,37,,,,,,
44193.65792,1,144865176,5,2234500,-1,,2234500,25,2232400.00,37,,,,,,
44194.04422,1,144923971,300,2234200,-1,,2234200,300,2232400.00,37,,,,,,
44194.04456,3,144859358,20,2232400,1,,2234200,300,2232400.00,17,,,,,,
44194.04464,1,144923999,20,2234200,-1,,2234200,320,2232400.00,17,,,,,,
44194.04495,3,144823177,17,2232400,1,,2234200,320,2232300.00,20,,,,,,
44194.0451,1,144924028,17,2234200,-1,,2234200,337,2232300.00,20,,,,,,
44194.04567,3,144850949,20,2232300,1,,2234200,337,2232000.00,150,,,,,,
44194.10283,3,144855768,100,2232000,1,,2234200,337,2232000.00,50,,,,,,
44194.16458,1,144932549,3,2232300,1,,2234200,337,2232300.00,3,,,,,,
44194.1738,1,144933328,5,2234200,-1,,2234200,342,2232300.00,3,,,,,,
44194.2104,3,144932549,3,2232300,1,,2234200,342,2232100.00,100,,,,,,
44194.21344,1,144935687,20,2233900,-1,,2233900,20,2232100.00,100,,,,,,
44194.22304,1,144936265,5,2233900,-1,,2233900,25,2232100.00,100,,,,,,
44194.24712,1,144937869,100,2232100,1,,2233900,25,2232100.00,200,,,,,,
44194.52056,1,144950857,20,2232100,1,,2233900,25,2232100.00,220,,,,,,
44194.74304,1,144962719,100,2233900,-1,,2233900,125,2232100.00,220,,,,,,
44194.8027,3,144937869,100,2232100,1,,2233900,125,2232100.00,120,,,,,,
44195.95313,3,144932551,100,2232100,1,,2233900,125,2232100.00,20,,,,,,
44195.95315,1,144998981,100,2232200,1,,2233900,125,2232200.00,100,,,,,,
44195.95932,3,144935687,20,2233900,-1,,2233900,105,2232200.00,100,,,,,,
44195.95941,1,145002266,20,2232200,1,,2233900,105,2232200.00,120,,,,,,
44195.95943,1,145002279,200,2232300,1,,2233900,105,2232300.00,200,,,,,,
44195.95969,1,145002430,100,2232300,1,,2233900,105,2232300.00,300,,,,,,
44195.95988,3,145002430,100,2232300,1,,2233900,105,2232300.00,200,,,,,,
44195.96003,1,145002609,100,2232400,1,,2233900,105,2232400.00,100,,,,,,
44196.01121,1,145007527,20,2232400,1,,2233900,105,2232400.00,120,,,,,,
44196.01139,3,145002609,100,2232400,1,,2233900,105,2232400.00,20,,,,,,
44196.01142,1,145007539,100,2232500,1,,2233900,105,2232500.00,100,,,,,,
44196.02237,1,145007955,20,2232500,1,,2233900,105,2232500.00,120,,,,,,
44196.54379,3,144962719,100,2233900,-1,,2233900,5,2232500.00,120,,,,,,
44196.54403,3,144936265,5,2233900,-1,,2234000,5,2232500.00,120,,,,,,
44196.545,1,145017601,20,2232600,1,,2234000,5,2232600.00,20,,,,,,
44196.54521,3,144979039,5,2234000,-1,,2234200,5,2232600.00,20,,,,,,
44196.54545,1,145017605,100,2232700,1,,2234200,5,2232700.00,100,,,,,,
44196.54662,1,145017637,20,2232700,1,,2234200,5,2232700.00,120,,,,,,
44196.54877,1,145017661,20,2232800,1,,2234200,5,2232800.00,20,,,,,,
44196.54897,3,144933328,5,2234200,-1,,2234500,5,2232800.00,20,,,,,,
44197.52731,3,145017661,20,2232800,1,,2234500,5,2232700.00,20,,,,,,
44197.52738,1,145037260,20,2234500,-1,,2234500,25,2232700.00,20,,,,,,
44197.56107,3,145017637,20,2232700,1,,2234500,25,2232500.00,117,,,,,,
44197.57065,1,145040645,20,2232500,1,,2234500,25,2232500.00,137,,,,,,
44197.73502,3,145007539,100,2232500,1,,2234500,25,2232500.00,37,,,,,,
44197.86943,4,145017619,17,2232500,1,,2234500,25,2232500.00,20,,,,,,
44197.86943,4,145040645,13,2232500,1,,2234500,25,2232500.00,7,,,,,,
44200.24968,1,145079638,100,2232500,1,,2234500,25,2232500.00,107,,,,,,
44200.25105,1,145080319,17,2232500,1,,2234500,25,2232500.00,124,,,,,,
44200.25414,3,145037260,20,2234500,-1,,2234500,5,2232500.00,124,,,,,,
44201.91792,1,145113724,3,2232500,1,,2234500,5,2232500.00,127,,,,,,
44202.65303,1,145120286,100,2233500,-1,,2233500,100,2232500.00,127,,,,,,
44202.65322,3,145079638,100,2232500,1,,2233500,100,2232500.00,27,,,,,,
44202.65326,3,145113724,3,2232500,1,,2233500,100,2232500.00,24,,,,,,
44202.6539,3,145080319,17,2232500,1,,2233500,100,2232500.00,7,,,,,,
44202.65409,3,145040645,7,2232500,1,,2233500,100,2232200.00,17,,,,,,
44202.66285,3,145120286,100,2233500,-1,,2234200,100,2232200.00,17,,,,,,
44202.66305,1,145120318,100,2232300,1,,2234200,100,2232300.00,100,,,,,,
44202.66355,1,145120322,20,2232300,1,,2234200,100,2232300.00,120,,,,,,
44202.66371,3,145120318,100,2232300,1,,2234200,100,2232300.00,20,,,,,,
44202.66375,1,145120325,100,2232400,1,,2234200,100,2232400.00,100,,,,,,
44202.66459,1,145120331,20,2232400,1,,2234200,100,2232400.00,120,,,,,,
44202.66476,3,145120325,100,2232400,1,,2234200,100,2232400.00,20,,,,,,
44202.66479,1,145120335,100,2232500,1,,2234200,100,2232500.00,100,,,,,,
44202.67745,1,145120521,20,2232500,1,,2234200,100,2232500.00,120,,,,,,
44202.7032,3,145120288,100,2234200,-1,,2234300,37,2232500.00,120,,,,,,
44202.70355,3,145120295,17,2234300,-1,,2234300,20,2232500.00,120,,,,,,
44202.70362,1,145120874,17,2232500,1,,2234300,20,2232500.00,137,,,,,,
44202.70388,3,145120306,20,2234300,-1,,2234400,120,2232500.00,137,,,,,,
44203.08498,1,145123958,100,2233400,-1,,2233400,100,2232500.00,137,,,,,,
44203.08517,3,145120335,100,2232500,1,,2233400,100,2232500.00,37,,,,,,
44203.08537,3,145120521,20,2232500,1,,2233400,100,2232500.00,17,,,,,,
44203.08538,3,145120874,17,2232500,1,,2233400,100,2232400.00,20,,,,,,
44203.39706,3,145120331,20,2232400,1,,2233400,100,2232200.00,17,,,,,,
44203.94563,3,145007958,17,2232200,1,,2233400,100,2232000.00,50,,,,,,
44203.94601,1,145135802,100,2232000,1,,2233400,100,2232000.00,150,,,,,,
44203.94696,1,145136041,20,2232000,1,,2233400,100,2232000.00,170,,,,,,
44207.64712,1,145169848,10,2232300,1,,2233400,100,2232300.00,10,,,,,,
44213.535,1,145222675,20,2232300,1,,2233400,100,2232300.00,30,,,,,,
44213.63319,3,145169848,10,2232300,1,,2233400,100,2232300.00,20,,,,,,
44213.63328,1,145235340,10,2232300,1,,2233400,100,2232300.00,30,,,,,,
44213.78263,1,145238693,100,2232600,1,,2233400,100,2232600.00,100,,,,,,
44213.783,5,0,60,2233300,-1,,2233400,100,2232600.00,100,,,,,,
44213.783,4,145123958,40,2233400,-1,,2233400,60,2232600.00,100,,,,,,
44213.78313,4,145123958,60,2233400,-1,,2234000,100,2232600.00,100,,,,,,
44213.78318,1,145238717,10,2232600,1,,2234000,100,2232600.00,110,,,,,,
44213.78335,3,145238717,10,2232600,1,,2234000,100,2232600.00,100,,,,,,
44213.78338,1,145238721,20,2232600,1,,2234000,100,2232600.00,120,,,,,,
44213.78343,1,145238722,10,2232800,1,,2234000,100,2232800.00,10,,,,,,
44213.78367,3,145238722,10,2232800,1,,2234000,100,2232600.00,120,,,,,,
44213.78375,1,145238724,10,2232700,1,,2234000,100,2232700.00,10,,,,,,
44213.7839,3,145238724,10,2232700,1,,2234000,100,2232600.00,120,,,,,,
44213.78398,1,145238729,10,2232700,1,,2234000,100,2232700.00,10,,,,,,
44213.78429,3,145238729,10,2232700,1,,2234000,100,2232600.00,120,,,,,,
44213.78436,1,145238739,10,2232700,1,,2234000,100,2232700.00,10,,,,,,
44213.78459,1,145238744,100,2232700,1,,2234000,100,2232700.00,110,,,,,,
44213.78526,1,145238749,20,2232700,1,,2234000,100,2232700.00,130,,,,,,
44213.78533,3,145238739,10,2232700,1,,2234000,100,2232700.00,120,,,,,,
44213.78541,1,145238754,10,2232800,1,,2234000,100,2232800.00,10,,,,,,
44213.78548,3,145238754,10,2232800,1,,2234000,100,2232700.00,120,,,,,,
44213.78556,1,145238758,10,2232700,1,,2234000,100,2232700.00,130,,,,,,
44213.78614,3,145238744,100,2232700,1,,2234000,100,2232700.00,30,,,,,,
44213.78623,3,145238758,10,2232700,1,,2234000,100,2232700.00,20,,,,,,
44213.7863,1,145238763,10,2232800,1,,2234000,100,2232800.00,10,,,,,,
44213.81075,3,145238763,10,2232800,1,,2234000,100,2232700.00,20,,,,,,
44213.81083,1,145239117,10,2232800,1,,2234000,100,2232800.00,10,,,,,,
44213.81619,3,145239117,10,2232800,1,,2234000,100,2232700.00,20,,,,,,
44213.85701,3,145204964,100,2234000,-1,,2234200,100,2232700.00,20,,,,,,
44213.88282,1,145239987,10,2232900,1,,2234200,100,2232900.00,10,,,,,,
44214.58568,3,145239987,10,2232900,1,,2234200,100,2232800.00,20,,,,,,
44214.58588,1,145246789,100,2232800,1,,2234200,100,2232800.00,120,,,,,,
44214.70247,3,145169849,100,2234200,-1,,2234400,100,2232800.00,120,,,,,,
44214.7047,1,145247888,20,2233000,1,,2234400,100,2233000.00,20,,,,,,
44216.84743,3,145120293,100,2234400,-1,,2234600,100,2233000.00,20,,,,,,
44217.27873,1,145305124,100,2233500,1,,2234600,100,2233500.00,100,,,,,,
44217.28609,3,145305124,100,2233500,1,,2234600,100,2233000.00,20,,,,,,
44217.80687,1,145312150,100,2233500,1,,2234600,100,2233500.00,100,,,,,,
44217.81323,3,145312150,100,2233500,1,,2234600,100,2233000.00,20,,,,,,
44218.40352,1,145321798,5,2234600,-1,,2234600,105,2233000.00,20,,,,,,
44218.50627,1,145323590,100,2233500,1,,2234600,105,2233500.00,100,,,,,,
44218.5126,3,145323590,100,2233500,1,,2234600,105,2233000.00,20,,,,,,
44219.0561,1,145327402,100,2233500,1,,2234600,105,2233500.00,100,,,,,,
44219.06308,3,145327402,100,2233500,1,,2234600,105,2233000.00,20,,,,,,
44221.92259,3,145247888,20,2233000,1,,2234600,105,2232800.00,120,,,,,,
44221.92266,1,145355830,20,2234600,-1,,2234600,125,2232800.00,120,,,,,,
44222.33647,3,145355830,20,2234600,-1,,2234600,105,2232800.00,120,,,,,,
44223.05074,1,145378197,20,2234600,-1,,2234600,125,2232800.00,120,,,,,,
44223.49774,3,145378197,20,2234600,-1,,2234600,105,2232800.00,120,,,,,,
44223.78934,1,145389707,20,2234600,-1,,2234600,125,2232800.00,120,,,,,,
44223.9453,3,145246789,100,2232800,1,,2234600,125,2232800.00,20,,,,,,
44223.94612,3,145239998,20,2232800,1,,2234600,125,2232700.00,17,,,,,,
44223.94628,1,145392844,100,2232700,1,,2234600,125,2232700.00,117,,,,,,
44223.94636,1,145392848,17,2234600,-1,,2234600,142,2232700.00,117,,,,,,
44223.94834,1,145392874,20,2234500,-1,,2234500,20,2232700.00,117,,,,,,
44223.94862,1,145392877,5,2234500,-1,,2234500,25,2232700.00,117,,,,,,
44224.33828,3,145392874,20,2234500,-1,,2234500,5,2232700.00,117,,,,,,
44224.33838,1,145397569,20,2232700,1,,2234500,5,2232700.00,137,,,,,,
44229.28736,1,145432820,100,2232700,1,,2234500,5,2232700.00,237,,,,,,
44231.71951,3,145392844,100,2232700,1,,2234500,5,2232700.00,137,,,,,,
44231.71971,3,145432820,100,2232700,1,,2234500,5,2232700.00,37,,,,,,
44234.16386,1,145461574,100,2232700,1,,2234500,5,2232700.00,137,,,,,,
44243.29185,1,145505415,100,2233200,1,,2234500,5,2233200.00,100,,,,,,
44243.29209,3,145392877,5,2234500,-1,,2234600,105,2233200.00,100,,,,,,
44243.2921,1,145505417,100,2233200,1,,2234600,105,2233200.00,200,,,,,,
44243.29253,1,145505421,21,2233200,1,,2234600,105,2233200.00,221,,,,,,
44245.70672,4,144791441,100,2234600,-1,,2234600,5,2233200.00,221,,,,,,
44245.70681,4,145321798,5,2234600,-1,,2234700,5,2233200.00,221,,,,,,
44245.70838,1,145516869,18,2233400,1,,2234700,5,2233400.00,18,,,,,,
44245.70863,3,145331414,5,2234700,-1,,2234800,5,2233400.00,18,,,,,,
44245.70897,1,145516871,21,2233400,1,,2234800,5,2233400.00,39,,,,,,
44245.71009,1,145516874,100,2233700,1,,2234800,5,2233700.00,100,,,,,,
44245.7103,3,145292471,5,2234800,-1,,2235200,20,2233700.00,100,,,,,,
44245.71035,3,145516874,100,2233700,1,,2235200,20,2233400.00,39,,,,,,
44245.71065,3,145399151,20,2235200,-1,,2235400,100,2233400.00,39,,,,,,
44246.86459,1,145521346,5,2235400,-1,,2235400,105,2233400.00,39,,,,,,
44247.64713,1,145525508,10,2235100,-1,,2235100,10,2233400.00,39,,,,,,
44247.64743,1,145525514,5,2235100,-1,,2235100,15,2233400.00,39,,,,,,
44247.64842,3,145525508,10,2235100,-1,,2235100,5,2233400.00,39,,,,,,
44250.3211,1,145537234,100,2233500,1,,2235100,5,2233500.00,100,,,,,,
44250.32125,1,145537235,100,2233500,1,,2235100,5,2233500.00,200,,,,,,
44250.32223,1,145537238,21,2233500,1,,2235100,5,2233500.00,221,,,,,,
44250.32439,1,145537250,21,2233700,1,,2235100,5,2233700.00,21,,,,,,
44251.53597,3,145525514,5,2235100,-1,,2235200,5,2233700.00,21,,,,,,
44251.60164,1,145563996,21,2233800,1,,2235200,5,2233800.00,21,,,,,,
44251.61823,3,145563996,21,2233800,1,,2235200,5,2233700.00,21,,,,,,
44255.99004,1,145603810,18,2233700,1,,2235200,5,2233700.00,39,,,,,,
44255.99471,4,145529942,5,2235200,-1,,2235300,5,2233700.00,39,,,,,,
44255.99626,4,145536240,5,2235300,-1,,2235400,5,2233700.00,39,,,,,,
44255.99723,1,145606406,18,2233900,1,,2235400,5,2233900.00,18,,,,,,
44256.003,1,145608162,200,2234400,1,,2235400,5,2234400.00,200,,,,,,
44256.00549,4,145521346,5,2235400,-1,,2236000,21,2234400.00,200,,,,,,
44256.01203,3,145608162,200,2234400,1,,2236000,21,2234200.00,18,,,,,,
44256.02385,3,145562373,21,2236000,-1,,2236100,100,2234200.00,18,,,,,,
44256.02393,1,145611031,21,2234200,1,,2236100,100,2234200.00,39,,,,,,
44256.04116,1,145611938,21,2234300,1,,2236100,100,2234300.00,21,,,,,,
44256.52353,1,145619780,100,2234600,1,,2236100,100,2234600.00,100,,,,,,
44256.53609,3,145619780,100,2234600,1,,2236100,100,2234500.00,21,,,,,,
44257.05666,1,145622960,100,2234600,1,,2236100,100,2234600.00,100,,,,,,
44257.0626,3,145622960,100,2234600,1,,2236100,100,2234500.00,21,,,,,,
44257.60654,1,145626615,100,2234800,1,,2236100,100,2234800.00,100,,,,,,
44257.61657,3,145626615,100,2234800,1,,2236100,100,2234500.00,21,,,,,,
44258.15671,1,145630465,100,2234800,1,,2236100,100,2234800.00,100,,,,,,
44258.16131,1,145630490,100,2234800,1,,2236100,100,2234800.00,200,,,,,,
44258.16644,3,145630465,100,2234800,1,,2236100,100,2234800.00,100,,,,,,
44258.70619,1,145634293,100,2235000,1,,2236100,100,2235000.00,100,,,,,,
44258.71576,3,145634293,100,2235000,1,,2236100,100,2234800.00,100,,,,,,
44260.77249,3,145561048,100,2236100,-1,,2236300,105,2234800.00,100,,,,,,
44260.77385,1,145646203,100,2235000,1,,2236300,105,2235000.00,100,,,,,,
44260.77762,1,145646280,100,2236300,-1,,2236300,205,2235000.00,100,,,,,,
44260.78329,3,145646203,100,2235000,1,,2236300,205,2234800.00,100,,,,,,
44262.01449,3,145646280,100,2236300,-1,,2236300,105,2234800.00,100,,,,,,
44262.18031,1,145654021,100,2235200,1,,2236300,105,2235200.00,100,,,,,,
44263.39358,3,145622963,5,2236300,-1,,2236300,100,2235200.00,100,,,,,,
44267.39325,1,145680495,100,2235400,1,,2236300,100,2235400.00,100,,,,,,
44272.69576,3,145387204,100,2236300,-1,,2236500,5,2235400.00,100,,,,,,
44272.69602,3,145646184,5,2236500,-1,,2236700,100,2235400.00,100,,,,,,
44276.30651,1,145727183,100,2236600,-1,,2236600,100,2235400.00,100,,,,,,
44276.31634,3,145727183,100,2236600,-1,,2236700,105,2235400.00,100,,,,,,
44278.69667,3,145525782,100,2236700,-1,,2236700,5,2235400.00,100,,,,,,
44283.29716,3,145727186,5,2236700,-1,,2236800,5,2235400.00,100,,,,,,
44283.30905,3,145725261,5,2236800,-1,,2236900,5,2235400.00,100,,,,,,
44285.19858,1,145778576,100,2235600,1,,2236900,5,2235600.00,100,,,,,,
44285.20205,3,145778576,100,2235600,1,,2236900,5,2235400.00,100,,,,,,
44285.21841,3,145717496,5,2236900,-1,,2237000,20,2235400.00,100,,,,,,
44285.24057,1,145779719,100,2237000,-1,,2237000,120,2235400.00,100,,,,,,
44286.43288,1,145788394,5,2237000,-1,,2237000,125,2235400.00,100,,,,,,
44289.55663,1,145806567,100,2236800,-1,,2236800,100,2235400.00,100,,,,,,
44289.5569,1,145806578,5,2236800,-1,,2236800,105,2235400.00,100,,,,,,
44289.56621,3,145806567,100,2236800,-1,,2236800,5,2235400.00,100,,,,,,
44291.93152,1,145824771,10,2236800,-1,,2236800,15,2235400.00,100,,,,,,
44291.94472,1,145827503,200,2236700,-1,,2236700,200,2235400.00,100,,,,,,
44291.95443,3,145827503,200,2236700,-1,,2236800,15,2235400.00,100,,,,,,
44292.04119,1,145832135,5,2236700,-1,,2236700,5,2235400.00,100,,,,,,
44292.45658,1,145837011,200,2236600,-1,,2236600,200,2235400.00,100,,,,,,
44292.46269,3,145837011,200,2236600,-1,,2236700,5,2235400.00,100,,,,,,
44293.00606,1,145841937,100,2236600,-1,,2236600,100,2235400.00,100,,,,,,
44293.01233,3,145841937,100,2236600,-1,,2236700,5,2235400.00,100,,,,,,
44293.14049,3,145832135,5,2236700,-1,,2236800,15,2235400.00,100,,,,,,
44297.36711,1,145883858,100,2236700,-1,,2236700,100,2235400.00,100,,,,,,
44297.36737,1,145883861,5,2236700,-1,,2236700,105,2235400.00,100,,,,,,
44297.37362,3,145883858,100,2236700,-1,,2236700,5,2235400.00,100,,,,,,
44297.95597,1,145888048,100,2236600,-1,,2236600,100,2235400.00,100,,,,,,
44297.95627,1,145888050,5,2236600,-1,,2236600,105,2235400.00,100,,,,,,
44297.95983,3,145680495,100,2235400,1,,2236600,105,2235200.00,100,,,,,,
44302.00598,3,145888048,100,2236600,-1,,2236600,5,2235200.00,100,,,,,,
44303.18472,1,145929367,10,2236600,-1,,2236600,15,2235200.00,100,,,,,,
44303.18728,1,145931071,21,2236600,-1,,2236600,36,2235200.00,100,,,,,,
44303.21784,1,145941429,100,2236200,-1,,2236200,100,2235200.00,100,,,,,,
44303.23917,3,145941429,100,2236200,-1,,2236600,36,2235200.00,100,,,,,,
44303.42793,1,145957254,5,2236200,-1,,2236200,5,2235200.00,100,,,,,,
44304.44164,3,145957254,5,2236200,-1,,2236300,5,2235200.00,100,,,,,,
44304.44211,3,145959828,5,2236300,-1,,2236600,36,2235200.00,100,,,,,,
44315.23588,4,145654021,100,2235200,1,,2236600,36,2234600.00,21,,,,,,
44315.23738,1,146033423,18,2236600,-1,,2236600,54,2234600.00,21,,,,,,
44315.23952,1,146034036,200,2236100,-1,,2236100,200,2234600.00,21,,,,,,
44315.2438,3,146021921,21,2234600,1,,2236100,200,2234500.00,21,,,,,,
44315.24637,3,145955629,21,2234500,1,,2236100,200,2234400.00,100,,,,,,
44315.2464,3,146034036,200,2236100,-1,,2236300,39,2234400.00,100,,,,,,
44315.24642,1,146034909,21,2236100,-1,,2236100,21,2234400.00,100,,,,,,
44315.25161,1,146035098,300,2234400,1,,2236100,21,2234400.00,400,,,,,,
44315.26593,3,145945243,100,2234400,1,,2236100,21,2234400.00,300,,,,,,
44315.26595,1,146035860,5,2236100,-1,,2236100,26,2234400.00,300,,,,,,
44315.26637,3,146035098,300,2234400,1,,2236100,26,2234200.00,39,,,,,,
44315.26637,1,146035883,300,2234200,1,,2236100,26,2234200.00,339,,,,,,
44315.26649,1,146035892,100,2234200,1,,2236100,26,2234200.00,439,,,,,,
44315.26751,3,146035883,300,2234200,1,,2236100,26,2234200.00,139,,,,,,
44317.88167,1,146052770,10,2236100,-1,,2236100,36,2234200.00,139,,,,,,
44317.88418,1,146052780,200,2236000,-1,,2236000,200,2234200.00,139,,,,,,
44317.88451,1,146052783,5,2236000,-1,,2236000,205,2234200.00,139,,,,,,
44317.88694,3,146052780,200,2236000,-1,,2236000,5,2234200.00,139,,,,,,
44318.40609,1,146055188,100,2235700,-1,,2235700,100,2234200.00,139,,,,,,
44318.40642,1,146055193,5,2235700,-1,,2235700,105,2234200.00,139,,,,,,
44318.40648,1,146055194,300,2234200,1,,2235700,105,2234200.00,439,,,,,,
44318.41631,3,146055188,100,2235700,-1,,2235700,5,2234200.00,439,,,,,,
44319.7264,3,146035892,100,2234200,1,,2235700,5,2234200.00,339,,,,,,
44320.44365,3,146055194,300,2234200,1,,2235700,5,2234200.00,39,,,,,,
44322.40371,1,146074358,100,2235600,-1,,2235600,100,2234200.00,39,,,,,,
44322.40407,1,146074389,5,2235600,-1,,2235600,105,2234200.00,39,,,,,,
44322.40449,3,145942367,18,2234200,1,,2235600,105,2234200.00,21,,,,,,
44322.40476,3,146034992,21,2234200,1,,2235600,105,2234000.00,400,,,,,,
44322.40492,3,146074345,100,2234000,1,,2235600,105,2234000.00,300,,,,,,
44322.41083,3,146074358,100,2235600,-1,,2235600,5,2234000.00,300,,,,,,
44322.41124,3,146074386,300,2234000,1,,2235600,5,2233900.00,121,,,,,,
44322.87177,1,146079712,18,2233900,1,,2235600,5,2233900.00,139,,,,,,
44322.90616,1,146080679,100,2234200,1,,2235600,5,2234200.00,100,,,,,,
44322.90652,1,146080690,300,2234200,1,,2235600,5,2234200.00,400,,,,,,
44322.91607,3,146080679,100,2234200,1,,2235600,5,2234200.00,300,,,,,,
44323.41665,3,146080690,300,2234200,1,,2235600,5,2233900.00,139,,,,,,
44323.41665,1,146084022,300,2234000,1,,2235600,5,2234000.00,300,,,,,,
44324.70499,1,146089930,100,2234100,1,,2235600,5,2234100.00,100,,,,,,
44326.51039,3,146089930,100,2234100,1,,2235600,5,2234000.00,300,,,,,,
44326.51078,3,146084022,300,2234000,1,,2235600,5,2233900.00,139,,,,,,
44326.70541,1,146099703,100,2234000,1,,2235600,5,2234000.00,100,,,,,,
44327.64714,1,146104272,10,2235500,-1,,2235500,10,2234000.00,100,,,,,,
44327.64862,1,146104281,100,2235500,-1,,2235500,110,2234000.00,100,,,,,,
44327.64871,3,146104272,10,2235500,-1,,2235500,100,2234000.00,100,,,,,,
44327.64879,1,146104283,10,2235400,-1,,2235400,10,2234000.00,100,,,,,,
44327.65006,3,146104283,10,2235400,-1,,2235500,100,2234000.00,100,,,,,,
44327.65014,1,146104300,10,2235500,-1,,2235500,110,2234000.00,100,,,,,,
44327.65028,3,146104300,10,2235500,-1,,2235500,100,2234000.00,100,,,,,,
44327.65036,1,146104303,10,2235500,-1,,2235500,110,2234000.00,100,,,,,,
44327.65141,3,146104281,100,2235500,-1,,2235500,10,2234000.00,100,,,,,,
44329.82071,1,146111156,5,2235500,-1,,2235500,15,2234000.00,100,,,,,,
44330.00431,3,146104303,10,2235500,-1,,2235500,5,2234000.00,100,,,,,,
44330.0044,1,146111572,10,2235400,-1,,2235400,10,2234000.00,100,,,,,,
44330.00582,1,146111587,300,2234000,1,,2235400,10,2234000.00,400,,,,,,
44330.0059,3,146111572,10,2235400,-1,,2235500,5,2234000.00,400,,,,,,
44330.00597,1,146111589,10,2235500,-1,,2235500,15,2234000.00,400,,,,,,
